"EnglishName","Number","Waste","Density","Energy, kJ","Energy, kcal","Protein Conversion Factor (NCF)","total-N","Protein, total","Protein, declaration","Carbohydrate best. v / Diff.","Carbohydrate available","carbohydrate, declaration","Added sugar","dietary Fiber","Fat, total","Fat Acid Conversion Factor (FCF)","Alcohol","Ash","solids","Water","Vitamin A","retinol","ß-carotene","D vitamin","D3 cholecalciferol","25-hydroxycholecalciferol","Vitamin E","alpha-tocopherol","gamma-tocopherol","delta-tocopherol","alpha-tokotrienol","Vitamin K1","Vitamin B1","(Thiamine)","(HET, hydroxyethylthiazole)","Vitamin B2, riboflavin","niacin","niacin","Vitamin B6","pantothenic acid","biotin","folate","Free folate","Vitamin B12","Vitamin C","L-ascorbic acid","L-dehydroascorbic","Chloride, Cl","Sodium, Na","Potassium, K","Calcium, Ca","Magnesium, Mg","Phosphor, P","Iron, Fe","Copper, Cu","Zinc, Zn","Iodine, I","Manganese, Mn","Chrom, Cr","Selen, Se","Molybdenum, Mo","Cobolt, Co","Nickel, Ni","Mercury, Hg","Arsen, As","Cadmium, Cd","Lead, Pb","Tin, Sn","L-lactic acid","D-lactic acid","Lactic acid, total","citric acid","Oxalic acid, total","malic acid","Acetic acid","fumaric","benzoic acid","sorbic acid","propionic acid","Organic acids, tot.","Histamine","tyramine","phenylethylamine","putrescin","cadaverine","spermine","spermidine","serotonin","fructose","galactose","glucose","Monosaccharides, total","lactose","maltose","sucrose","Disaccharides, total","raffinose","Other sugars","Sugars, in total","sorbitol","mannitol","inositol","maltitol","Sugar alcohols, total","Starch","(A) Hexoses","(B) the pentoses","(C) UronicAcids","cellulose","lignin","Crude fibers","Neutr.Det.Fibre (NDF)","C4: 0","C6: 0","C8: 0","C10: 0","C12: 0","C14: 0","C15: 0","C16: 0","C17: 0","C18: 0","C20: 0","C22: 0","C24: 0","Others met.","C14: 1 n-5","C15: 1","C16: 1 n-7","C17: 1 n-7","C18: 1 n-9","C18: 1 n-7","C20: 1 n-9","C20: 1 n-11","C22: 1 n-9","C22: 1 n-11","C 24: 1 n-9","Other mono","C18: 2 n-6","C18: 2, conj-A, undifferentiated","C18: 3, n-3","C18: 3 n-6","C18: 4, n-3","C20: 2 n-6","C20: 3 n-3","C20: 3 n-6","C20: 4, n-3","C20: 4, n-6","C20: 5, n-3","C22: 5, n-3","C22: 6, n-3","Other polyunsaturated","C16: 1 trans","C18: 1, trans n-9","C20: 1 trans","C22: 1 trans","C18: 2, trans, undifferentiated","Other fatty acids","Some saturated","Total mono-set","Some polyunsaturated","Total trans fatty acids","Fatty acids, total","Sum of n-3 fatty acids","Sum of n-6 fatty acids","cholesterol","isoleucine","leucine","lysine","methionine","cystine","phenylalanine","tyrosine","threonine","tryptophan","Valin","arginine","histidine","alanine","aspartic acid","glutamic acid","glycine","proline","Serin"
"Cashew nuts, oil roasted","390","0","","2532","605","5.3","3.177","16.8","19.9","29.9","26.6","23.6","0","3.3","47.8","0.956","0","2","96.5","3.5","0","0","0","0","","","","","","","","","0.363","","","0.218","6.09","1.74","0.323","0.88","","25","","0","0.3","0.3","","","13","632","43","273","531","6.05","2.04","5.35","","1.67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.27","","","","0.14","0.14","0.821","0.361","","4.54","","3.1","","","","","","","0.331","","27.9","","","0.14","","","","","7.98","","0.17","","","","","","","","","","","","","","","","","","9.1","28.4","8.15","0","45.7","0.17","7.98","0","794","1430","890","302","311","858","540","667","261","1140","1910","445","762","1650","3970","890","762","921"
"Danish pastry, butter ring","392","0","","1953","467","5.7","0.754","4.3","4.7","44.7","41.7","41.3","","3","31","0.945","0","0.8","80.8","19.2","","","","","","","1.1","1.1","","","0.25","","0.065","","","0.06","0.683","0.55","0.045","","","","","","","","","","286","92","33","12","102","0.4","","0.82","5.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.134","0.046","2.15","0.81","","5.68","","3.19","0","0","0","","0","","0","","9.94","0.434","","0.196","0","","0","","4.91","","1.2","0","","","","","","","","","0","","","0","","","","0.614","12","10.6","6.11","0","29.3","1.2","4.91","","204","332","121","75","74","219","98","136","41","226","219","98","166","264","1300","181","385","219"
"Nut paste with cacao, spreads","393","0","","2192","524","6.25","1.12","7","7","59","54.5","54.5","55","4.5","30","0.956","0","2","98","2","400","0","4800","0","0","","","","","","","","0.1","","","0.2","1.6","1.6","0.06","","","","","0","1","1","","","10","20","148","","183","","","1.48","17","","","4.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","",""
"Corn flakes, average values","395","0","","1586","379","6.25","1.198","7.5","7.5","84.5","81.4","81.4","5","3.1","1.4","0.93","0","2.6","95.9","4.1","0","0","0","0","0","","0.02","0.02","","","0.15","0","0.659","","","0.574","0.583","1.1","0.119","0.185","","26.7","14","0","0","","","1549","608","103","4.31","15.2","57","2.89","0.067","0.267","0.9","0.11","2","2.6","0","","7.21","0.84","1.98","0.174","0.415","","","","","","","","","","","","","","","","","","","","","","1.43","","1.5","2.93","0","0.53","3.6","4.13","0","0","7.06","","","","","","74.9","","","","","","","","0","0","0","0","0","0","0","0.176","0","0.034","0","0","","","0","0","0","0","0.389","","","0","0","","","","0.643","","0.016","","","","0","","","0","0","0","0","","","","","","","","0.21","0.389","0.659","0","1.26","0.016","0.643","0","288","1190","58","156","95","395","204","228","35","395","168","216","635","407","1610","228","803","371"
"Breakfast cereal, müsli, average values","396","0","","1704","407","5.83","1.617","9.4","10.1","70.4","63.3","62.6","3.5","7.2","11.1","0.67","0","1.6","92.5","7.5","0","0","0","0","0","","0.75","0.75","","","","","0.277","","","0.072","2.18","0.8","0.213","","","39.4","","0","0","0","","126","67.3","427","41.6","83.9","277","2.84","0.398","1.83","0.91","","4.3","4.12","","","67.9","0.1","0.06","4.36","3.87","","","","","","","","","","","","","","","","","","","","","","3.48","","4.04","7.52","0","0.04","3.76","3.8","0","0","11.3","","","","","","44.7","","","","","","","","0","0.013","0.107","0.073","0.472","0.171","","0.819","0","0.158","0.013","0","0.013","","0","","0.009","","2.89","0","","0.041","0","0","0","","2.03","","0.641","","0","0","0","0","","","0","0","0","","","","","","","0","1.84","2.94","2.67","0","7.45","0.641","2.03","0","404","728","420","162","275","534","307","340","131","598","647","226","501","841","2130","550","534","550"
"Melon, honeydew, raw","397","39","","113","27","6.25","0.088","0.6","0.6","6","5.4","5.4","0","0.6","0.2","0.7","0","0.5","7.3","92.7","1.38","0","16.5","0","0","","0.05","0.05","","","","0","0.025","","","0.019","0.751","0.734","0.056","0.105","","14.9","","0","10.2","10.2","","","28.3","228","5.98","8.6","20.5","0.518","0.041","0.081","0","0.041","0","0","0","0","7","0.2","3","1","3","","","","","","","","","","","","","","","","","","","","","","1.76","","1.41","3.17","","","1.54","1.54","","","4.71","0","","","","0","","","","","","","0.6","","","","","","","","","0.046","","0.01","","","","","","","0.005","","0.023","","","","","","","","0.027","","0.042","","","","","","","0","","","","","","","","","","","0.056","0.028","0.069","0","0.153","0.042","0.027","0","14","19","14","2","1","18","9","11","1","22","19","10","62","88","141","17","12","27"
"Turtle, fake, average values","398","0","","457","109","6.25","1.264","7.9","7.9","5.5","5.5","5.5","","0","6.2","0.9","0","1.4","21","79","","","","","","","","","","","","0","","","","","","","","","","","","","0","0","","725","745","120","36","10","","0.87","0.074","1.3","","","","","","","18","0.2","","1.2","5","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tomatojuice, canned","401","0","","79","19","6.25","0.122","0.8","0.8","4.2","3.3","3.3","0","0.9","0.1","0.8","0","1.1","6.1","93.9","25.9","0","311","0","0","","0.74","0.74","","","","7.9","0.047","","","0.031","0.79","0.673","0.111","0.25","1.5","6","4","0","61.7","59","2.7","","221","235","12.9","10","23.6","0.43","0.11","0.3","0.2","0.11","2.8","0.3","","","5.1","0.75","0.85","1.1","0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.008","","0.001","","","","","","","0.001","","0.006","","","","","","","","0.023","","0.002","","","","","","","0","","","","","","","","","","","0.009","0.007","0.025","0","0.041","0.002","0.023","0","35","31","35","9","6","21","28","21","7","22","28","12","20","87","207","22","24","27"
"Apricot, canned, light syrup pack","403","0","","289","69","6.25","0.085","0.5","0.5","17.1","15.6","15.6","14.9","1.5","0.1","0.7","0","0.4","18.1","81.9","65.4","0","785","0","0","","0.89","0.89","","","","","0.016","","","0.02","0.454","0.304","0.054","0.092","","2","","0","2.7","2.7","","","4","138","11","8","13","0.39","0.079","0.11","","0.052","12","0.2","0","","","","","","","","","","","","","","","","","","","","","0.1","","","","","","","","","","","","","","","","","14.9","","","","","","0","","","","","","","","0","0","0","0","0","0","","0.003","","0","","","","","","","0","","0.022","","","0","0","","","","0.01","","0","","0","","","","","0","0","0","0","","","","","","","","0.003","0.022","0.01","0","0.035","0","0.01","0","16","31","37","2","2","21","12","20","9","20","20","9","26","121","54","16","31","30"
"Gherkin, pickled","404","0","","59","14","6.25","0.053","0.3","0.3","17.3","2.1","2.1","15","1.2","0.2","0.7","0","3.1","7","93","","","","0","0","","0.07","0.07","","","","0","","","","","","","","","","","","0","","","","","","140","15","9.5","19","0.49","0.057","0.18","","0.085","2","","3","","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","",""
"Orange juice, canned","405","0","","180","43","6.25","0.094","0.6","0.6","9.9","9.7","9.7","0","0.2","0.1","0.8","0","0.4","11","89","2.42","0","29","0","0","","0.1","0.1","","","","","0.06","","","0.028","0.347","0.314","0.049","0.15","0.89","16","","0","39.4","34.4","5","","15","168","17.1","10","21.6","0.18","0.038","0.061","0.4","0.014","0.4","0.042","0","","0.6","0","0.5","0.1","0.3","","","","","0.168","","","","","","","","0.168","0.14","0","","","","","","","2.8","","3.4","6.2","","","2.2","2.2","","","8.4","","","","","","0","","","","","","0.1","","0","0","0","0","0","0","","0.027","","0","","","","","","","0.006","","0.032","","","0","0","","","","0.041","","0.011","","0","","","","","0","0","0","0","","","","","","","","0.027","0.038","0.052","0","0.117","0.011","0.041","0","6","11","8","3","4","7","3","7","2","9","39","3","13","63","28","8","37","11"
"Pork sausage, saveloy type, low fat","406","0","","442","106","6.25","1.6","10","10","8.9","8.3","8.3","0","0.6","3.4","0.92","0","3.7","26","74","","","","0.503","0.073","0.086","","","","","","","","","","","","","","","","","","","","","","1700","1100","340","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grape juice","407","0","","266","64","6.25","0.09","0.6","0.6","14.9","14.8","14.8","0","0.1","0.1","0.625","0","0.3","15.9","84.1","0.5","0","6","0","0","","0.4","0.4","","","","0","0.026","","","0.037","0.262","0.262","0.065","0.041","","3","","0","0.1","0.1","","","3","132","9","10","11","0.24","0.028","0.05","","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","","","","","","0","","","","","","0","","0","0","0","0","0","0.001","","0.021","","0.003","","","","","","","0","","0.003","","","0","0","","","","0.017","","0.005","","0","","","","","0","0","0","0","","","","","","","","0.025","0.003","0.022","0","0.05","0.005","0.017","0","7","12","10","1","","12","3","16","","10","47","7","86","23","111","12","","14"
"Crayfish, raw","408","88","","287","69","6.25","2.336","14.6","14.6","1.2","1.2","1.2","0","0","0.5","0.7","0","1.2","17.5","82.5","18","18","0","0.5","0.5","","1.5","1.5","","","","0","0.01","","","0.04","1.9","1.9","2.1","","","","","2.7","0","0","","","928","138","58","26.8","110","1.4","0.24","1.31","30","0.04","1.1","","5","4","15.7","3.3","27.6","6","5.6","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1.2","1.2","","","","","","1.2","","","","","","","","","","","","0","0.015","","0.089","","0.007","","","","0.007","","","","","","","","","","","","0.104","0.007","","0.015","","","","","","","","","","","","","","","","","","0.118","0.104","0.022","0","0.244","0.015","0.007","158","","","","","","","","","","","","","","","","","",""
"Corn starch","409","0","","1534","367","6.25","0.059","0.4","0.4","88.8","88.3","88.3","0","0.5","0.6","0.8","0","0","89.8","10.2","0","0","0","0","0","","0","0","","","0","0","0","","","0.008","0.083","0.03","0.005","","","","","0","0","0","","","1.7","5","10","4","","0.28","","","0.6","1","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","0","0","0","0","","","0","","","","","","86.8","0","0.14","0.56","0.63","0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","5","","","","","","","","",""
"Carrot, canned","410","0","","99","24","6.25","0.102","0.6","0.6","5.5","4","4","0","1.5","0.2","0.711","0","0.7","7.1","93","688","0","8260","0","","","","","","","","","0.018","","","0.03","0.669","0.552","0.112","0.135","","9","","0","2.7","2.7","","","242","179","25","8","24","0.64","0.104","0.26","","0.45","","","","","","","","","","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","1.2","0","0","0","0","0.002","0.001","","0.027","","0.001","","","","","","","0.002","","0.007","","","0","0","","","","0.079","","0.011","","0","","","","","0","0","0","0","","","","","","","","0.031","0.009","0.09","0","0.13","0.011","0.079","0","27","29","27","4","5","21","12","24","7","29","28","10","38","89","132","19","19","22"
"Potatoes, mashed, instant powder with dry milk","412","0","","1408","336","6.25","1.744","10.9","10.9","77.4","62.5","62.5","5.7","14.9","1.1","0.716","0","4","93.4","6.6","0","0","0","0","0","","","","","","","","0.19","","","0.3","6.97","4.2","0.86","1.86","","30","","0","119","119","","","81.3","1171","70","75.3","290","1.6","0.37","1.4","39","0.74","7","0.5","10","6","20","0.1","2","6","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","","","","","0.109","0.569","0.109","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.787","0","0","0","0.787","0","0","2","401","593","628","148","89","436","209","366","166","645","453","192","384","2300","1450","314","384","384"
"Rye bread, light","413","0","","868","207","5.83","0.934","5.4","5.8","46.7","39.8","39.4","0","6.9","1.2","0","0","1.9","55.2","44.8","0","0","0","0","0","","0.2","0.2","","","0.15","0","0.18","","","0.066","1.13","0.679","0.123","0.203","3.35","26.3","","0","0","0","","0.791","585","226","31.6","39.9","116","1.11","0.131","1.32","23.7","0.91","5.07","1.17","10","4","2.5","0.48","2.36","0.865","1.87","","","","","","","","","","","","","","","","","","","","","","0.28","","0.37","0.65","0","1.64","0.53","2.17","","","2.82","","","","","","37.4","","","","","","","","","","0","0","0","0","","0","","0","0","0","","","","","0","","0","0","","0","","","","","0","","0","","","","","","","","","","","","","0","","","","","0","0","0","0","0","0","0","0","215","355","205","89","84","271","112","177","68","308","262","121","234","402","1390","252","570","271"
"Bitter, Jägermeister","416","0","","1224","293","6.25","0","0","0","14","14","14","14","0","0","0.8","34","2","50","50","0","0","0","0","0","","0","0","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0.022","0.035","","","","","","","","","","0.16","3.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","",""
"Salt, table","417","0","","0","0","6.25","0","0","0","0","0","0","0","0","0","0","0","99.4","99.4","0.6","0","0","0","0","0","","0","0","","","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","","","38850","0","29","290","8","0.2","0.16","0.076","1556","0.14","5","0.5","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","0","0","0","0","","","0","","","","","","0","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","","","0","0","","","","0","","0","","","","0","","","0","0","0","0","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rye bread, dark, pumpernickel","418","0","","828","198","5.83","0.915","5.3","5.7","46.1","36.2","35.8","","9.9","1.2","0.863","0","1.9","54.5","45.5","","","","","","","","","","","","","0.024","0.024","0","0.067","1.12","0.7","","0.14","5","15","","","","","","0.578","405","253","27.9","49","160","1.83","0.188","1.36","1.5","1.31","10.1","2.15","","","6.4","","","0.905","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.2","","","","","","","","","","0","0","0","0","","0.162","","0.017","0","0","","","","","0.002","","0.23","0.021","","0.012","","","","","0.465","","0.084","","","","","","","","","","","","","0","","","","","0.179","0.265","0.549","0","0.993","0.084","0.465","","210","366","229","90","83","256","137","201","67","311","302","137","256","393","1200","256","476","256"
"Spring roll, frozen","419","0","","631","151","6.25","0.928","5.8","5.8","17.6","15.5","15.5","0","2.1","6.8","0.9","0","2.3","32.5","67.5","","","","","","","","","","","","","0.13","","","0.1","1.15","0.7","0.07","0.19","","","","0.04","","","","855","535","195","149","21","","2.95","0.074","1.3","","","","","","","12.6","0.2","","1.2","5","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","","","","","","","","",""
"Apricot, canned, no sugar added","421","0","","113","27","6.25","0.114","0.7","0.7","6.4","4.9","4.9","0","1.5","0.2","0.7","0","0.4","7.6","92.4","90.5","0","1086","0","0","","0.89","0.89","","","","","0.021","","","0.023","0.612","0.395","0.054","0.092","","2","","0","3.4","3.4","","","3","192","8","7","13","0.32","0.082","0.11","","0.053","12","0.2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","","","","","","0","","","","","","","","","","","","","","","0.011","","","","","","","","","","","0.069","","","","","","","","0.032","","","","","","","","","","","","","","","","","","","","0.011","0.069","0.032","0","0.112","0","0.032","0","22","41","49","3","2","29","16","26","13","26","27","11","35","162","72","22","42","40"
"Pumpkin, canned","422","0","","438","105","6.25","0.064","0.4","0.4","25.6","24.7","24.7","0","0.9","0.1","0.8","0","0.2","26.3","73.7","578","0","6940","0","0","","0.1","0.1","","","","","0.024","","","0.02","0.3","0.2","0.056","0.4","0.4","19","2","0","4.2","4.2","","","5","206","20","7","17","0.35","0.039","0.11","0.7","0.049","3","0","0","","5","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","","1.1","2","","","0.7","0.7","","","2.7","","","","","","","","","","","","","","","","","","","","","0.027","","","","","","","","","","","0.002","","","","","","","","0.018","","0.033","","","","","","","0","","","","","","","","","","","0.027","0.002","0.051","0","0.08","0.033","0.018","0","14","16","13","5","1","97","8","7","6","15","21","5","8","77","68","10","8","25"
"Pineapple, canned","423","40","","269","64","6.25","0.064","0.4","0.4","15.5","14.1","14.1","2.5","1.4","0.3","0.8","0","0.3","16.5","83.5","6.08","0","73","0","0","","0.03","0.03","","","","","0.08","","","0.01","0.233","0.15","0.07","0.1","0","9.5","","0","12","12","","","1","94","9.28","8","10","0.15","0.091","0.082","1.4","1.5","11","0.6","3","","14.7","0.05","2","0.3","22","","","","","","","","","","","","","","","","","","","","","","1.4","","2.3","3.7","","","","","","","3.7","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","9","1","","10","10","","5","","","","","","","","",""
"Onions, chopped, frozen","424","0","","117","28","6.25","0.126","0.8","0.8","6.8","5","5","0","1.8","0.1","0.7","0","0.3","8","92","2","0","24","0","0","","0.07","0.07","","","","","0.03","","","0.027","0.318","0.151","0.075","0.102","","17","","0","3.3","3.3","","","12","124","17","7","22","0.33","0.019","0.07","","0.074","","","","","","","","","","","","","","","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.47","0.8","","","","","","","","0.023","","","","","","","","","","","0.009","","","","","","","","0.033","","0.005","","","","","","","0","","","","","","","","","","","0.023","0.009","0.038","0","0.07","0.005","0.033","0","15","26","25","6","5","18","9","14","10","19","107","9","18","47","166","16","11","14"
"Cream pastry, layer cake","425","0","","1264","302","6.25","0.53","3.3","3.3","35.1","34.4","34.4","","0.7","16.7","0.945","0","0.7","55.8","44.2","82.3","82.3","","","","","0.58","0.58","","","","","","","","","","","","","","","","","","","","","103","103","57.3","14.3","","0.568","","0.377","","","","","","","","","","","","","","","","","","","","","19.5","4.07","0","","","","","","","","","","1.53","","1.16","2.69","1.2","1.6","21.3","24.1","","","26.8","","","","","","","","","","","","","","","0.219","0.271","0.38","1.7","1.59","","3.95","","1.88","0.026","0.043","","","0.026","","0.261","","4.21","","","0.147","0.228","","","","0.816","","0","","","","","","","","","","","","","","","","","","10.1","4.87","0.816","0","15.8","0","0.816","","","","","","","","","","","","","","","","","","",""
"Wheat rusk","426","0","","1629","389","5.7","1.632","9.3","10.2","75.6","72.3","71.4","0","3.3","5.8","0.95","0","1.5","92.2","7.8","85.1","84","13","0.44","0.44","","0.9","0.9","","","0.15","0","0.13","","","0.02","1.82","1.3","0.09","","","","","0","0","0","","","166","189","20","22.4","120","0.7","","1.2","3.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.018","0.114","0.25","","0.908","","0.699","0.078","0.042","","","","","0.281","","1.91","","","0.191","0.066","","","","0.83","","","0.126","","","","","","","","","","","","","","","","","2.11","2.45","0.956","0","5.51","0","0.956","0","424","702","245","155","160","473","196","310","109","506","359","212","359","506","3050","392","1030","539"
"Wheat rusk","427","0","","1629","389","5.7","1.632","9.3","10.2","75.6","72.3","71.4","0","3.3","5.8","0.73","0","1.5","92.2","7.8","85.1","84","13","0.44","0.44","","1.4","1.4","","","","","0.1","","","0.02","1.82","4","0.28","","","","","0","0","0","","","470","130","20","30","120","0.7","","1.2","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.014","0.087","0.193","","0.698","","0.537","0.06","0.033","","","","","0.216","","1.46","","","0.146","0.051","","","","0.639","","","0.097","","","","","","","","","","","","","","","","","1.62","1.88","0.736","0","4.24","0","0.736","0","424","702","245","155","160","473","196","310","109","506","359","212","359","506","3050","392","1030","539"
"Chayote fruit, raw","428","1","","80","19","6.25","0.131","0.8","0.8","4.5","2.8","2.8","0","1.7","0.1","0.7","0","0.3","5.8","94.2","0","0","","0","0","","","","","","","","0.025","","","0.029","0.653","0.47","0.076","0.249","","93","","0","7.7","7.7","","","2","125","17","12","18","0.34","0.123","0.74","","0.189","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","43","76","39","1","","47","31","41","11","63","34","14","51","92","124","41","43","46"
"Crispbread, knackebrot, rye, fine","432","0","","1455","348","5.7","1.877","10.7","11.7","78.2","63.7","62.7","0","14.5","2","0.94","0","2.5","93.4","6.6","0.833","0","10","0","0","","0.35","0.35","","","0.35","0","0.34","","","0.23","2.28","1.1","0.265","","","110","","0","0","0","","","443","476","80","95.5","380","3.8","0.37","2.58","2.3","3.6","7.1","6.6","20","6","25.1","0.5","0","2.1","9.8","","","","","","","","","","","","","","","","","","","","","","0.2","","0.4","0.6","","","1","1","","0","1.6","","","","","","54.8","","","","","","","","","","","","0","0.011","","0.346","","0.011","","","","0.021","","","","","","","","","","","","0.346","0.999","","0.147","","","","","","","","","","","","","","","","","","0.389","0.346","1.15","0","1.88","0.147","0.999","0","432","751","469","184","171","526","282","413","137","638","619","282","526","807","2460","526","976","526"
"Mustard, yellow, ready made","433","0","","691","165","6.25","0.912","5.7","5.7","21.9","20.2","20.2","14.5","1.7","6.4","0.92","0","3","37","63","0","0","0","0","0","","","","","","","0","","","","","0.2","","","","","","","0","0","0","","","760","165","95","49","170","2.3","0.09","0.7","3","0.36","17","6","0","2","20","0.2","0","2","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201","392","356","100","100","219","182","228","12","255","337","164","219","529","1000","310","483","274"
"Peach, canned","434","38","","300","72","6.25","0.08","0.5","0.5","17.4","16.2","16.2","7.6","1.2","0.2","0.8","0","0.2","18.3","81.8","20.8","0","250","0","0","","5.1","5.1","","","","","0.01","","","0.025","0.633","0.6","0.019","0.05","0.2","9.1","2","0","4","4","","","1","150","5.32","5.5","16.9","0.15","0.043","0.31","1.8","0.05","0.3","0.156","0","","16.7","0.13","0.29","0.171","0.829","","","","","","","","","","","","","","","","","","","","","0.01","1.2","","1","2.2","","","","","","","2.2","","","","","","0","","","","","","","","0","0","0","0","0","0","","0.016","","0.002","","","","","","","0.002","","0.061","","","0","0","","","","0.078","","0.002","","0","","","","","0","0","0","0","","","","","","","","0.018","0.063","0.08","0","0.161","0.002","0.078","0","8","16","18","18","5","10","12","16","2","24","10","10","24","54","82","9","16","20"
"Liqueur, average values","435","0","","1127","269","6.25","0","0","0","29.3","29.3","29.3","29","0","0","0.8","21.7","1","52","48","0","0","0","0","0","","0","0","","","","0","0","","","0","0","0","0","","","","","0","0","0","","","","","","","","","0.019","0.15","","","","","","","","","","0.1","1.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","0","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","",""
"Corn flakes, frosted","436","0","","1616","386","6.25","0.84","5.3","5.3","88.9","87.2","87.2","30","1.8","0.8","0.93","0","1.8","96.9","3.1","0","0","0","0","0","","0.02","0.02","","","0.15","0","1.11","","","0.884","0.4","1.1","0.08","0.185","","13.1","14","0","0","0","","1065","667","57.7","4.97","7.72","28.3","7.8","0.062","0.186","0.9","0.11","2.35","1.8","0","","7.21","1.34","1.98","0.4","1.73","","","","","","","","","","","","","","","","","","","","","","1.7","","1.9","3.6","0","0","30.7","30.7","0","0","34.3","","","","","","77.7","","","","","","","","0","0","0","0","0","0","0","0.108","0","0.021","0","0","","","0","0","0","0","0.24","","","0","0","","","","0.395","","0.01","","","","0","","","0","0","0","0","","","","","","","","0.129","0.24","0.405","0","0.774","0.01","0.395","0","202","832","40","109","66","277","143","160","24","277","118","151","445","286","1130","160","563","260"
